Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-7193.883	-7607.539	413.6556	1.22989	0.629907	0.370093	5.319869
6	-7195.405	-7608.786	413.3804	1.23439	0.582867	0.417133	5.469067
12	-7204.952	-7619.105	414.153	1.394421	0.610722	0.389278	4.9532
18	-7198.317	-7612.607	414.29	1.391141	0.610722	0.389278	4.878756
24	-7204.752	-7618.433	413.6809	1.301473	0.60943	0.39057	5.266396
30	-7207.536	-7621.994	414.4584	1.251835	0.548667	0.451333	4.862558
36	-7198.206	-7611.203	412.9972	1.268031	0.631533	0.368467	5.661091
42	-7186.641	-7600.281	413.6403	1.357153	0.668433	0.331567	5.258034
48	-7203.168	-7617.682	414.5142	1.378605	0.592183	0.407817	4.760677
54	-7182.626	-7596.71	414.0841	1.378387	0.630154	0.369846	5.000419
60	-7188.056	-7598.779	410.723	1.290523	0.576352	0.423648	6.884774
66	-7191.803	-7604.586	412.7832	1.333138	0.576352	0.423648	5.742702
72	-7176.22	-7589.536	413.3161	1.31312	0.649458	0.350542	5.461099
78	-7196.253	-7610.52	414.267	1.410949	0.574221	0.425779	4.880577
84	-7198.461	-7612.072	413.6105	1.386675	0.574221	0.425779	5.258233
90	-7185.119	-7598.554	413.4353	1.325843	0.621819	0.378181	5.388456
96	-7186.176	-7600.048	413.872	1.307327	0.678322	0.321678	5.157464
102	-7198.921	-7609.55	410.6288	1.167909	0.622931	0.377069	7.001642
108	-7207.623	-7621.367	413.7435	1.340811	0.556139	0.443861	5.210045
114	-7206.599	-7619.778	413.1787	1.257664	0.556139	0.443861	5.567175
120	-7200.745	-7614.389	413.6445	1.416086	0.671557	0.328443	5.223177
126	-7201.986	-7613.873	411.8875	1.269814	0.5875	0.4125	6.2658
132	-7191.292	-7602.906	411.6135	1.305255	0.662791	0.337209	6.395285
138	-7198.97	-7610.608	411.6383	1.280486	0.582425	0.417575	6.395285
144	-7206.945	-7621.567	414.6217	1.310654	0.560577	0.439423	4.738621
150	-7201.645	-7614.64	412.9956	1.300161	0.574665	0.425335	5.644367
156	-7190.469	-7604.923	414.4543	1.373038	0.598282	0.401718	4.797273
162	-7208.333	-7622.012	413.6797	1.527785	0.636231	0.363769	5.141878
168	-7207.5	-7622.002	414.5011	1.406027	0.616975	0.383025	4.752673
174	-7186.576	-7599.233	412.6564	1.31361	0.613229	0.386771	5.822796
180	-7188.638	-7601.376	412.7388	1.24762	0.639399	0.360601	5.813833
186	-7198.974	-7612.377	413.4024	1.310687	0.569482	0.430518	5.414914
192	-7188.614	-7600.562	411.9482	1.229506	0.569482	0.430518	6.254743
198	-7205.481	-7618.661	413.1802	1.258487	0.653017	0.346983	5.565885
204	-7209.32	-7621.189	411.8696	1.127061	0.574655	0.425345	6.353035
210	-7212.729	-7626.32	413.5913	1.374322	0.591958	0.408042	5.275625
216	-7219.97	-7633.685	413.7157	1.449835	0.571783	0.428217	5.165077
222	-7206.239	-7620.376	414.1369	1.431315	0.644853	0.355147	4.941622
228	-7200.845	-7614.227	413.3815	1.390201	0.634333	0.365667	5.382648
234	-7207.299	-7620.664	413.365	1.377048	0.620826	0.379174	5.398968
240	-7207.244	-7620.422	413.178	1.265066	0.622347	0.377653	5.563485
246	-7199.544	-7613.74	414.196	1.46984	0.607444	0.392556	4.887302
