Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-7199.348	-7611.026	411.678	1.168204	0.592396	0.407604	6.434631
6	-7220.543	-7632.059	411.5157	1.261143	0.609465	0.390535	6.472216
12	-7209.156	-7620.703	411.5472	1.189421	0.596086	0.403914	6.494042
18	-7206.713	-7619.27	412.5563	1.275833	0.614999	0.385001	5.898176
24	-7197.574	-7609.289	411.7145	1.210812	0.563961	0.436039	6.39175
30	-7200.593	-7613.165	412.5717	1.181168	0.574485	0.425515	5.941422
36	-7216.25	-7628.745	412.4941	1.258807	0.600661	0.399339	5.941422
42	-7204.599	-7615.902	411.3029	1.220614	0.574008	0.425992	6.609398
48	-7206.362	-7618.312	411.9492	1.260518	0.634962	0.365038	6.237342
54	-7196.726	-7609.026	412.2994	1.292704	0.69333	0.30667	6.02918
60	-7184.198	-7597.701	413.5027	1.274546	0.565311	0.434689	5.379596
66	-7197.861	-7610.929	413.0678	1.333967	0.60496	0.39504	5.586153
72	-7188.562	-7601.61	413.0483	1.353442	0.636202	0.363798	5.586153
78	-7176.884	-7589.484	412.5995	1.357385	0.672191	0.327809	5.829983
84	-7179.998	-7592.451	412.4523	1.22977	0.672191	0.327809	5.980076
90	-7181.037	-7593.713	412.6766	1.234023	0.634805	0.365195	5.855257
96	-7179.404	-7591.479	412.0743	1.326508	0.565842	0.434158	6.133378
102	-7178.357	-7592.308	413.9508	1.264077	0.54046	0.45954	5.137746
108	-7176.223	-7588.475	412.2516	1.375975	0.597947	0.402053	6.009807
114	-7190.151	-7603.392	413.2408	1.324852	0.718639	0.281361	5.49609
120	-7179.296	-7591.49	412.1947	1.299387	0.622441	0.377559	6.082592
126	-7184.887	-7598.767	413.8803	1.345486	0.659395	0.340605	5.131742
132	-7196.378	-7610.275	413.8965	1.329223	0.633287	0.366713	5.131742
138	-7186.418	-7601.035	414.6177	1.474588	0.633287	0.366713	4.649078
144	-7191.513	-7606.216	414.7029	1.469683	0.657507	0.342493	4.604061
150	-7194.569	-7608.841	414.2716	1.458424	0.699673	0.300327	4.85155
156	-7199.595	-7613.746	414.1511	1.422555	0.60828	0.39172	4.938643
162	-7197.815	-7611.594	413.7798	1.344531	0.576995	0.423005	5.187916
168	-7192.265	-7605.678	413.4128	1.329277	0.576995	0.423005	5.398958
174	-7183.934	-7597.567	413.6327	1.468191	0.576995	0.423005	5.200874
180	-7198.384	-7611.723	413.339	1.364173	0.541983	0.458017	5.420395
186	-7183.12	-7594.169	411.0485	1.094423	0.680113	0.319887	6.814978
192	-7183.449	-7595.455	412.006	1.209283	0.636411	0.363589	6.23429
198	-7188.748	-7600.269	411.5211	1.39333	0.636889	0.363111	6.397661
204	-7185.937	-7597.387	411.4497	1.289506	0.599708	0.400292	6.492614
210	-7184.504	-7596.782	412.2785	1.359799	0.630008	0.369992	6.003935
216	-7186.524	-7599.763	413.2389	1.258574	0.630008	0.369992	5.533577
222	-7180.875	-7593.792	412.9169	1.376871	0.601021	0.398979	5.645419
228	-7182.008	-7595.181	413.173	1.440659	0.601021	0.398979	5.469692
234	-7172.499	-7585.755	413.2551	1.355486	0.601021	0.398979	5.471349
240	-7173.791	-7587.446	413.6545	1.311886	0.636843	0.363157	5.275205
246	-7187.586	-7601.277	413.6902	1.421922	0.610291	0.389709	5.194649
252	-7185.383	-7598.692	413.3094	1.381768	0.637164	0.362836	5.427026
258	-7188.007	-7601.376	413.3694	1.394809	0.576519	0.423481	5.386758
264	-7187.485	-7599.79	412.3055	1.282569	0.597872	0.402128	6.031369
270	-7196.409	-7608.412	412.0035	1.249815	0.637433	0.362567	6.213613
276	-7178.928	-7591.322	412.3931	1.228254	0.559705	0.440295	6.013192
282	-7182.402	-7595.048	412.6458	1.279788	0.604554	0.395446	5.847085
288	-7199.491	-7612.128	412.6367	1.288921	0.590533	0.409467	5.847085
294	-7185.361	-7599.096	413.7357	1.40898	0.560507	0.439493	5.176661
300	-7170.533	-7583.17	412.6361	1.275223	0.655937	0.344063	5.854861
306	-7187.086	-7599.909	412.8225	1.323423	0.655937	0.344063	5.726477
312	-7186.6	-7599.045	412.4448	1.29711	0.655937	0.344063	5.947422
318	-7188.063	-7600.479	412.4167	1.259784	0.615762	0.384238	5.983143
324	-7188.013	-7600.557	412.5443	1.280606	0.57595	0.42405	5.902114
330	-7201.176	-7614.033	412.8567	1.375909	0.618655	0.381345	5.67897
336	-7194.968	-7607.028	412.0601	1.221482	0.634587	0.365413	6.198255
342	-7198.939	-7611.842	412.9035	1.314412	0.680065	0.319935	5.687066
348	-7207.668	-7619.905	412.2373	1.255653	0.573429	0.426571	6.083204
354	-7225.771	-7638.948	413.1769	1.181319	0.599098	0.400902	5.610072
360	-7225.725	-7637.77	412.0448	1.316404	0.624351	0.375649	6.154921
366	-7208.122	-7620.887	412.7649	1.161395	0.625476	0.374524	5.84668
372	-7216.331	-7629.991	413.6597	1.192937	0.604384	0.395616	5.338006
378	-7191.948	-7606.337	414.3892	1.348724	0.574289	0.425711	4.847126
384	-7194.85	-7609.302	414.4521	1.2858	0.571151	0.428849	4.847126
390	-7214.211	-7628.494	414.2828	1.371776	0.565189	0.434811	4.893563
396	-7209.319	-7624.179	414.8604	1.351442	0.632887	0.367113	4.582057
402	-7230.624	-7642.807	412.1823	1.343302	0.630117	0.369883	6.0654
408	-7202.563	-7615.951	413.3877	1.315442	0.595576	0.404424	5.420416
414	-7210.225	-7625.602	415.3762	1.434361	0.609647	0.390353	4.244415
420	-7205.969	-7620.844	414.8754	1.333426	0.609647	0.390353	4.58374
426	-7205.432	-7621.083	415.651	1.411374	0.608282	0.391718	4.101395
432	-7205.9	-7620.416	414.5153	1.391846	0.610224	0.389776	4.752682
438	-7201.244	-7614.485	413.2419	1.269909	0.543733	0.456267	5.525702
444	-7204.524	-7615.699	411.1751	1.18871	0.606591	0.393409	6.695747
450	-7199.426	-7612.536	413.1099	1.387349	0.637435	0.362565	5.53372
456	-7199.885	-7613.719	413.8337	1.239592	0.614571	0.385429	5.216141
462	-7216.202	-7630.075	413.8727	1.282292	0.666993	0.333007	5.17092
468	-7213.693	-7628.286	414.5931	1.336659	0.564825	0.435175	4.74003
474	-7194.157	-7608.502	414.3448	1.49279	0.605967	0.394033	4.791538
480	-7193.437	-7607.067	413.6294	1.372327	0.612478	0.387522	5.255679
486	-7192.186	-7605.647	413.4609	1.378178	0.635957	0.364043	5.345469
492	-7188.179	-7602.032	413.8527	1.299886	0.608623	0.391377	5.172287
498	-7194.535	-7608.462	413.927	1.471739	0.621225	0.378775	5.035812
504	-7192.154	-7606.599	414.445	1.532765	0.684875	0.315125	4.713189
510	-7189.513	-7603.381	413.8681	1.43302	0.545623	0.454377	5.089988
516	-7196.198	-7610.649	414.4512	1.43302	0.634535	0.365465	4.765508
522	-7175.859	-7590.391	414.5315	1.411251	0.617782	0.382218	4.73277
528	-7186.713	-7599.852	413.1393	1.359202	0.617782	0.382218	5.533003
534	-7180.411	-7592.753	412.3413	1.374394	0.674865	0.325135	5.961726
540	-7182.259	-7596.01	413.7504	1.368196	0.658038	0.341962	5.191062
546	-7181.628	-7594.529	412.9013	1.282008	0.658038	0.341962	5.705985
552	-7181.972	-7594.471	412.4995	1.176096	0.658038	0.341962	5.983622
558	-7184.564	-7597.703	413.1396	1.320842	0.658038	0.341962	5.553956
564	-7195.212	-7608.211	412.9994	1.319179	0.611345	0.388655	5.631846
570	-7188.382	-7601.844	413.4619	1.313332	0.540705	0.459295	5.380676
576	-7192.358	-7606.124	413.7659	1.349013	0.626968	0.373032	5.193123
582	-7209.076	-7622.403	413.3276	1.397371	0.605345	0.394655	5.4084
588	-7187.623	-7601.36	413.7371	1.322768	0.596361	0.403639	5.223581
594	-7188.99	-7602.699	413.7085	1.282431	0.551329	0.448671	5.261672
600	-7203.529	-7616.656	413.1268	1.193573	0.57855	0.42145	5.630835
606	-7194.794	-7606.981	412.1863	1.209326	0.564769	0.435231	6.136177
612	-7196.117	-7607.94	411.8223	1.266634	0.6316	0.3684	6.302951
618	-7188.011	-7601.031	413.0197	1.215274	0.6316	0.3684	5.677664
624	-7188.651	-7602.871	414.2203	1.331081	0.594499	0.405501	4.951016
630	-7195.326	-7607.853	412.5271	1.273619	0.661901	0.338099	5.915342
636	-7196.617	-7609.831	413.2145	1.375634	0.63276	0.36724	5.482606
642	-7184.613	-7598.158	413.5453	1.295293	0.652439	0.347561	5.344675
648	-7192.602	-7605.877	413.2751	1.312182	0.619727	0.380273	5.484178
654	-7201.976	-7615.33	413.3545	1.232862	0.633857	0.366143	5.484178
660	-7213.679	-7626.323	412.6441	1.298008	0.675192	0.324808	5.838028
666	-7210.779	-7624.569	413.7896	1.284337	0.534053	0.465947	5.215801
672	-7215.034	-7626.348	411.314	1.22597	0.625156	0.374844	6.600472
678	-7191.061	-7602.458	411.3977	1.233289	0.587872	0.412128	6.551259
684	-7195.177	-7605.333	410.1567	1.204363	0.663324	0.336676	7.235892
690	-7178.679	-7591.97	413.2907	1.259333	0.582868	0.417132	5.504663
696	-7185.569	-7597.506	411.9374	1.155534	0.679014	0.320986	6.300778
702	-7220.995	-7633.163	412.1674	1.302951	0.597105	0.402895	6.095505
708	-7211.219	-7622.708	411.4888	1.238887	0.636896	0.363104	6.498855
714	-7193.105	-7605.512	412.4067	1.362742	0.575619	0.424381	5.932398
720	-7167.247	-7580.551	413.3039	1.313109	0.60702	0.39298	5.46782
726	-7179.711	-7593.244	413.5323	1.395166	0.642201	0.357799	5.296736
732	-7188.291	-7603.088	414.797	1.381262	0.577269	0.422731	4.600902
738	-7182.777	-7598.149	415.3719	1.500486	0.577269	0.422731	4.209375
744	-7204.243	-7618.493	414.2497	1.40382	0.593446	0.406554	4.894157
750	-7194.48	-7609.359	414.8782	1.33963	0.57022	0.42978	4.578712
756	-7189.986	-7605.073	415.0871	1.412419	0.60212	0.39788	4.420236
762	-7188.171	-7601.944	413.7739	1.280135	0.59375	0.40625	5.22679
768	-7185.22	-7597.85	412.6298	1.34588	0.637352	0.362648	5.81966
774	-7181.583	-7594.323	412.7403	1.267277	0.628948	0.371052	5.802242
780	-7206.982	-7620.406	413.4241	1.310848	0.501367	0.498633	5.402909
786	-7211.847	-7624.579	412.7321	1.100237	0.631018	0.368982	5.898053
792	-7210.907	-7624.477	413.5702	1.350754	0.61544	0.38456	5.300287
798	-7213.808	-7627.748	413.9398	1.252217	0.588257	0.411743	5.150453
804	-7206.502	-7619.212	412.7098	1.215006	0.56038	0.43962	5.847523
810	-7206.308	-7619.743	413.4345	1.39856	0.627503	0.372497	5.348827
816	-7199.708	-7611.969	412.2614	1.225701	0.611996	0.388004	6.086376
822	-7187.981	-7600.424	412.4424	1.292383	0.601784	0.398216	5.95134
828	-7195.709	-7609.092	413.3829	1.272469	0.613246	0.386754	5.44675
834	-7190.054	-7602.94	412.8863	1.1894	0.613246	0.386754	5.764974
840	-7188.23	-7600.946	412.7161	1.247458	0.613246	0.386754	5.826292
846	-7177.06	-7589.857	412.7971	1.256817	0.546314	0.453686	5.776879
852	-7182.636	-7594.787	412.151	1.360989	0.580186	0.419814	6.072823
858	-7189.012	-7602.56	413.5483	1.31705	0.580186	0.419814	5.330997
864	-7198.924	-7612.608	413.6842	1.389696	0.61612	0.38388	5.215788
870	-7194.35	-7609.341	414.9906	1.508461	0.61612	0.38388	4.420517
876	-7198.392	-7612.631	414.2388	1.422442	0.552368	0.447632	4.889849
882	-7184.738	-7598.088	413.3496	1.387289	0.579381	0.420619	5.401814
888	-7200.307	-7614.434	414.1272	1.316691	0.633376	0.366624	5.010764
894	-7189.257	-7603.383	414.1257	1.338546	0.598124	0.401876	4.999438
900	-7186.853	-7602.307	415.4542	1.439754	0.649553	0.350447	4.197133
906	-7194.776	-7609.856	415.0798	1.451326	0.645372	0.354628	4.40244
912	-7208.846	-7621.258	412.4119	1.310232	0.610207	0.389793	5.958209
918	-7184.018	-7597.506	413.4886	1.326883	0.595741	0.404259	5.358479
924	-7193.133	-7607.655	414.5217	1.457258	0.57272	0.42728	4.712536
930	-7201.472	-7614.193	412.7217	1.334002	0.623478	0.376522	5.775888
936	-7190.672	-7603.669	412.9973	1.439087	0.631094	0.368906	5.567157
942	-7196.336	-7608.844	412.508	1.316677	0.560109	0.439891	5.902211
948	-7211.521	-7623.404	411.8832	1.264026	0.575979	0.424021	6.271279
954	-7227.547	-7639.043	411.4962	1.142284	0.590515	0.409485	6.547165
960	-7197.268	-7609.019	411.7514	1.183043	0.58034	0.41966	6.386814
966	-7196.263	-7607.757	411.4938	1.179186	0.633553	0.366447	6.528519
